SurveyID,ProjectID,LocationName,Date,Collectors,Longitude,Latitude,SurveyTypeID,Plot Name,SpeciesVarietalCode,SpeciesVarietalName,Measurement,CanopyID,Woody_DBH_cm,Woody_Height_m
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,19,,11.5,3.78
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,POFR,Populus fremontii,20,,99.8,13.48
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,ACNE,Acer negundo,21,,7.02,1.27
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,ACNE,Acer negundo,22,,5.6,2.3
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,23,,6,1.84
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,24,,13.5,1.5
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,25,,19.8,6
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,26,,7.2,2.31
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,27,,6.6,2.31
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,28,,13.2,3.2
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,29,,13.7,3.91
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,30,,42,2
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,31,,6.6,4.22
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,32,,7.6,4.22
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,33,,6.5,4.22
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,34,,40,4.22
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,35,,7.4,4.22
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,36,,10.3,4.22
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,37,,8.5,4.22
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,38,,8.5,4.22
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,39,,6.5,4.22
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,40,,9,4.22
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,41,,5.1,4.22
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,ACNE,Acer negundo,42,,16,4.22
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,ACNE,Acer negundo,43,,5,4.22
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,ACNE,Acer negundo,44,,5.9,4.22
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,45,,5.8,4.22
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,46,,6,4.22
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,47,,5.2,4.22
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,48,,7.8,4.22
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,49,,46,3.89
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,50,,6.6,1.42
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,SALA6,Salix lasiolepis,51,,7.9,3.8
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,ACNE,Acer negundo,52,,18.5,6.83
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,ACNE,Acer negundo,53,,15.4,6.66
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,ACNE,Acer negundo,54,,24.9,6.66
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,ACNE,Acer negundo,55,,8.2,6.66
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,ACNE,Acer negundo,56,,14.3,2.23
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,ACNE,Acer negundo,57,,8.7,3.69
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,ACNE,Acer negundo,58,,10.2,1.03
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,ACNE,Acer negundo,59,,17,5.38
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,ACNE,Acer negundo,60,,5.7,5.38
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,FRLA,Fraxinus latifolia,9,,7,4.4
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,JUHI,Juglans hindsii,1,,12.4,7
7,Heritage Oak Winery,RIP02,3/20/2012,"A. Goodson, S. Fuller, S. Tremayne, M. Vaghti",-121.19,38.15,Plant,RIP02,QULO,Quercus lobata,21,,18.9,8.1
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,1,,27.6,3.99
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,2,,21.6,3.99
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,3,,6.1,3.6
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,4,,5.1,3.6
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,QULO,Quercus lobata,5,,64.5,37
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,6,,16.7,4.76
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,7,,11.5,4.76
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,8,,25.8,4.76
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,9,,11.3,4.76
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,10,,12.7,4.99
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,11,,9.2,4.99
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,12,,7.9,1.32
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,13,,6.1,1.32
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,14,,5,2.92
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,15,,5.5,2.92
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,16,,10.9,2.88
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,17,,8.3,2.88
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,18,,10.2,2.92
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,19,,7.4,2.92
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,20,,7,2.92
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,21,,10.5,2.92
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,22,,7.3,2.92
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,QULO,Quercus lobata,23,,89.8,24.98
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,QULO,Quercus lobata,24,,83,24.83
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,25,,7.5,1.73
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,26,,6.5,1.73
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,27,,7.6,1.73
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,28,,8.5,1.73
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,29,,10.5,1.51
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,30,,6,1.51
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,31,,8,1.51
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,32,,42.6,3.85
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,33,,12.4,3.85
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,34,,40.5,6.8
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,QULO,Quercus lobata,35,,139.4,19.9
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,QULO,Quercus lobata,36,,75.5,16.9
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,37,,5.7,1.5
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,38,,8,1.5
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,39,,28,4.41
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,40,,7,4.41
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,41,,5,4.95
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,42,,7.2,4.95
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,43,,40.3,4.95
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,AECA,Acsculus californica,44,,16.3,4.95
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,ACNE,Acer negundo,21,,7.02,1.27
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,FRLA,Fraxinus latifolia,9,,7,4.4
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,JUHI,Juglans hindsii,1,,12.4,7
8,Heritage Oak Winery,RIP03,3/20/2012,"N. Suzuki, B. Harlan,M. Vaghti, J. Romero",-121.19,38.16,Plant,RIP03,POFR,Populus fremontii,1,,28.7,20
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,1,,8.5,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,2,,7.8,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,3,,10.2,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,4,,5.4,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,5,,6.9,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,6,,5.2,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,7,,6.1,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,8,,5,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,9,,6.7,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,10,,6.1,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,11,,5.4,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,12,,5,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,13,,8.8,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,14,,9.5,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,15,,7,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,16,,6.9,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,17,,10.5,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,18,,7.1,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,19,,5.8,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,20,,5.8,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,21,,5.5,5.91
9,Heritage Oak Winery,RIP04,3/20/2012,"J. Romero, N. Suzuki, B. Harlan, M. Vaghti",-121.19,38.16,Plant,RIP04,POFR,Populus fremontii,22,,5,5.91
